ERP_Code,Specs,Product_Code,Name,Level,Material,Surface_Treatment,Remark
07.0141.00026,4,GB93,标准型弹簧垫圈,392HV~513HV级,304,钝化,
07.0141.00027,4,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00028,5,GB93,标准型弹簧垫圈,392HV~513HV级,304,钝化,
07.0141.00029,5,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00030,6,GB93,标准型弹簧垫圈,392HV~513HV级,304,钝化,
07.0141.00031,6,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,达克罗,
07.0141.00032,6,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00033,8,GB93,标准型弹簧垫圈,392HV~513HV级,304,钝化,
07.0141.00034,8,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,达克罗,
07.0141.00035,8,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀镍,
07.0141.00036,8,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0142.00001,10,GB96.2,大垫圈 C级,100HV级,304,钝化,
07.0142.00002,10,GB96.2,大垫圈 C级,100HV级,碳钢,镀锌等,
07.0142.00003,12,GB96.2,大垫圈 C级,100HV级,304,钝化,
07.0142.00004,12,GB96.2,大垫圈 C级,100HV级,碳钢,镀锌等,
07.0142.00005,16,GB96.2,大垫圈 C级,100HV级,碳钢,镀锌等,
07.0142.00006,4,GB96.2,大垫圈 C级,100HV级,304,钝化,
07.0142.00007,4,GB96.2,大垫圈 C级,100HV级,碳钢,镀锌等,
07.0142.00008,6,GB96.2,大垫圈 C级,100HV级,304,钝化,
07.0142.00009,6,GB96.2,大垫圈 C级,100HV级,碳钢,镀锌等,
07.0142.00010,8,GB96.2,大垫圈 C级,100HV级,304,钝化,
07.0142.00011,8,GB96.2,大垫圈 C级,100HV级,碳钢,镀锌等,
07.0143.00001,16,GB854,单耳止动垫圈,,碳钢,镀锌等,
07.0144.00001,12,GB852,工字钢用方斜垫圈,,碳钢,镀锌等,
07.0145.00001,10,GB861.2,内锯齿锁紧垫圈,,65Mn,镀锌等,
07.0145.00002,12,GB861.2,内锯齿锁紧垫圈,,65Mn,镀锌等,
07.0145.00003,16,GB861.2,内锯齿锁紧垫圈,,65Mn,镀锌等,
07.0145.00004,6,GB861.2,内锯齿锁紧垫圈,,65Mn,镀锌等,
07.0145.00005,8,GB861.2,内锯齿锁紧垫圈,,65Mn,镀锌等,
07.0146.00001,10,GB97.1,平垫圈,200HV级,304,钝化,
07.0146.00002,10,GB97.1,平垫圈,200HV级,碳钢,达克罗,
07.0146.00003,10,GB97.1,平垫圈,200HV级,碳钢,镀镍,
07.0146.00004,10,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00005,12,GB97.1,平垫圈,200HV级,304,钝化,
07.0146.00006,12,GB97.1,平垫圈,200HV级,碳钢,达克罗,
07.0146.00007,12,GB97.1,平垫圈,200HV级,碳钢,镀镍,
07.0146.00008,12,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00009,14,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00010,16,GB97.1,平垫圈,200HV级,304,钝化,
07.0146.00011,16,GB97.1,平垫圈,200HV级,碳钢,达克罗,
07.0146.00012,16,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00013,20,GB97.1,平垫圈,200HV级,304,钝化,
07.0146.00014,20,GB97.1,平垫圈,200HV级,碳钢,达克罗,
07.0146.00015,20,GB97.1,平垫圈,200HV级,碳钢,镀镍,
07.0146.00016,20,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00017,22,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00018,24,GB97.1,平垫圈,200HV级,304,钝化,
07.0146.00019,24,GB97.1,平垫圈,200HV级,碳钢,达克罗,
07.0146.00020,24,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00021,27,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00022,3,GB97.1,平垫圈,200HV级,201,钝化,
07.0146.00023,3,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00024,30,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00025,4,GB97.1,平垫圈,200HV级,304,钝化,
07.0146.00026,4,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00027,5,GB97.1,平垫圈,200HV级,304,钝化,
07.0146.00028,5,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00029,6,GB97.1,平垫圈,200HV级,304,钝化,
07.0146.00030,6,GB97.1,平垫圈,200HV级,碳钢,达克罗,
07.0146.00031,6,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0146.00032,8,GB97.1,平垫圈,200HV级,304,钝化,
07.0146.00033,8,GB97.1,平垫圈,200HV级,碳钢,达克罗,
07.0146.00034,8,GB97.1,平垫圈,200HV级,碳钢,镀镍,
07.0146.00035,8,GB97.1,平垫圈,200HV级,碳钢,镀锌等,
07.0147.00001,10,GB862.2,外锯齿锁紧垫圈,,65Mn,镀锌等,
07.0147.00002,4,GB862.2,外锯齿锁紧垫圈,,65Mn,镀锌等,
07.0147.00003,5,GB862.2,外锯齿锁紧垫圈,,65Mn,镀锌等,
07.0147.00004,6,GB862.2,外锯齿锁紧垫圈,,65Mn,镀锌等,
07.0147.00005,8,GB862.2,外锯齿锁紧垫圈,,65Mn,镀锌等,
07.0148.00001,3.2x40,GB879.1,弹性圆柱销,,碳钢,达克罗,
07.0148.00002,2.5x32,GB879.1,弹性圆柱销,,碳钢,镀锌等,
07.0148.00003,3.2x20,GB879.1,弹性圆柱销,,碳钢,镀锌等,
07.0148.00004,3.2x32,GB879.1,弹性圆柱销,,碳钢,镀锌等,
07.0148.00005,3.2x40,GB879.1,弹性圆柱销,,碳钢,镀锌等,
07.0148.00006,4x32,GB879.1,弹性圆柱销,,碳钢,镀锌等,
07.0148.00007,5x40,GB879.1,弹性圆柱销,,碳钢,镀锌等,
07.0148.00008,6x40,GB879.1,弹性圆柱销,,碳钢,镀锌等,
07.0148.00009,10x25,GB879.1,弹性圆柱销,,碳钢,镀锌等,
07.0148.00010,12x30,GB879.1,弹性圆柱销,,碳钢,镀锌等,
07.0149.00001,10x20,GB119.1,圆柱销,125~245HV30级,碳钢,镀锌等,
07.0150.00001,6x6x10,GB1096,普通型 平键,,碳钢,镀锌等,A型
07.0150.00002,6x6x36,GB1096,普通型 平键,,碳钢,镀锌等,A型
07.0150.00003,6x6x70,GB1096,普通型 平键,,碳钢,镀锌等,A型
07.0150.00004,6x10x10,GB1096,普通型 平键,,碳钢,镀锌等,A型
07.0151.00001,10,GB5976,钢丝绳夹,,316,钝化,
07.0151.00002,10,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00003,10,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00004,12,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00005,13,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00006,15,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00007,16,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00008,20,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00009,25,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00010,3,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00011,4,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00012,5,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00013,6,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
07.0151.00014,8,GB5976,钢丝绳夹,,KTH 350-10,镀锌等,
