ERP_Code,Specs,Product_Code,Name,Level,Material,Surface_Treatment,Remark
07.0121.00014,M8x65,GB819.2,十字槽沉头螺钉,8.8级,304,钝化,Z型
07.0121.00015,M5x20,GB819.2,十字槽沉头螺钉,8.8级,碳钢,达克罗,Z型
07.0121.00016,M3x5,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00017,M3x6,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00018,M3x8,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00019,M3x10,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00020,M3x16,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00021,M4x8,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00022,M4x10,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00023,M4x12,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00024,M4x16,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00025,M4x20,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00026,M4x30,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00027,M4x35,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00028,M4x45,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00029,M4x50,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00030,M4x60,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00031,M4x70,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00032,M4x80,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00033,M5x6,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00034,M5x8,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00035,M5x10,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00036,M5x12,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00037,M5x15,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00038,M5x16,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00039,M5x20,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00040,M5x25,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00041,M5x30,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00042,M5x35,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00043,M5x50,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00044,M6x8,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00045,M6x10,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00046,M6x12,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00047,M6x16,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00048,M6x20,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00049,M6x25,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00050,M6x30,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00051,M6x35,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00052,M6x40,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00053,M6x45,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00054,M6x50,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00055,M8x16,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00056,M8x20,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00057,M8x25,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00058,M8x30,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00059,M8x35,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00060,M8x40,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00061,M8x45,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00062,M8x50,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00063,M10x25,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00064,M10x30,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00065,M10x40,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00066,M10x45,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0121.00067,M10x50,GB819.2,十字槽沉头螺钉,8.8级,碳钢,镀锌等,Z型
07.0122.00001,M4x35,GB818,十字槽盘头螺钉,4.8级,304,钝化,Z型
07.0122.00002,M4x40,GB818,十字槽盘头螺钉,4.8级,304,钝化,Z型
07.0122.00003,M4x45,GB818,十字槽盘头螺钉,4.8级,304,钝化,Z型
07.0122.00004,M4.2x19,GB818,十字槽盘头螺钉,4.8级,304,钝化,Z型
07.0122.00005,M5x10,GB818,十字槽盘头螺钉,4.8级,304,钝化,Z型
07.0122.00006,M5x12,GB818,十字槽盘头螺钉,4.8级,304,钝化,Z型
07.0122.00007,M5x35,GB818,十字槽盘头螺钉,4.8级,304,钝化,Z型
07.0122.00008,M6x25,GB818,十字槽盘头螺钉,4.8级,304,钝化,Z型
07.0122.00009,M6x60,GB818,十字槽盘头螺钉,4.8级,304,钝化,Z型
07.0122.00010,M4x40,GB818,十字槽盘头螺钉,4.8级,纯钛,电镀,Z型
07.0122.00011,M2.5x6,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00012,M2.5x20,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00013,M3x20,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00014,M4x6,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00015,M4x8,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00016,M4x12,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00017,M4x16,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00018,M4x20,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00019,M4x25,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00020,M4x35,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00021,M4x40,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00022,M4x45,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00023,M5x10,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00024,M5x12,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00025,M5x15,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00026,M5x16,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00027,M5x20,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00028,M5x25,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00029,M5x35,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00030,M5x45,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00031,M5x50,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00032,M6x8,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00033,M6x10,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00034,M6x12,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00035,M6x16,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00036,M6x20,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00037,M6x25,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00038,M6x30,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00039,M6x40,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00040,M8x25,GB818,十字槽盘头螺钉,4.8级,碳钢,镀锌等,Z型
07.0122.00041,M4x20,GB818,十字槽盘头螺钉,4.8级,304,钝化,
07.0122.00042,M4x65,GB818,十字槽盘头螺钉,4.8级,304,钝化,
07.0123.00001,ST6x30,GB15856.4,六角法兰面自钻自攻螺钉,,304,钝化,
07.0123.00002,ST8x40,GB15856.4,六角法兰面自钻自攻螺钉,,304,钝化,
07.0123.00003,ST5.5x22,GB15856.4,六角法兰面自钻自攻螺钉,,碳钢,镀锌等,
07.0124.00001,ST3.5x16,GB846,十字槽沉头自攻螺钉,,304,镀锌等,H型头C型尾
07.0124.00002,ST2.9x6,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00003,ST2.9x9,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00004,ST2.9x13,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00005,ST3.5x13,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00006,ST3.5x16,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00007,ST3.5x19,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00008,ST3.5x25,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00009,ST3.5x38,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00010,ST4.0x10,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00011,ST4.2x13,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00012,ST4.2x16,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00013,ST4.2x19,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00014,ST4.2x25,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00015,ST4.2x38,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00016,ST4.8x13,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00017,ST4.8x16,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00018,ST4.8x19,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00019,ST4.8x25,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00020,ST4.8x38,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00021,ST5x25,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00022,ST5x40,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00023,ST5.5x9,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00024,ST5.5x16,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00025,ST5.5x19,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00026,ST5.5x25,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00027,ST5.5x32,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00028,ST5.5x38,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0124.00029,STST4x20,GB846,十字槽沉头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00001,ST3.5x6,GB845,十字槽盘头自攻螺钉,,304,镀锌等,H型头C型尾
07.0125.00002,ST3.5x16,GB845,十字槽盘头自攻螺钉,,304,镀锌等,H型头C型尾
07.0125.00003,ST4.8x16,GB845,十字槽盘头自攻螺钉,,304,镀锌等,H型头C型尾
07.0125.00004,ST2x32,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00005,ST2.9x6,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00006,ST2.9x9,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00007,ST2.9x13,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00008,ST2.9x16,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00009,ST3x25,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00010,ST3.2x13,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00011,ST3.2x25,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00012,ST3.2x32,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00013,ST3.5x13,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00014,ST3.5x16,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00015,ST3.5x19,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00016,ST3.5x25,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00017,ST3.5x38,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00018,ST4x30,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00019,ST4x35,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00020,ST4.2x10,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00021,ST4.2x12,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00022,ST4.2x13,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00023,ST4.2x16,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00024,ST4.2x19,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00025,ST4.2x25,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00026,ST4.2x32,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00027,ST4.2x35,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00028,ST4.2x38,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00029,ST4.2x42,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00030,ST4.2x45,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00031,ST4.8x13,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00032,ST4.8x16,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00033,ST4.8x19,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00034,ST4.8x25,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00035,ST4.8x32,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00036,ST4.8x35,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00037,ST4.8x38,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00038,ST5x13,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00039,ST5x30,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00040,ST5.5x25,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00041,ST5.5x40,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00042,ST6x16,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00043,ST6x20,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0125.00044,ST6.3x16,GB845,十字槽盘头自攻螺钉,,碳钢,镀锌等,H型头C型尾
07.0126.00001,4x40,GB950,十字圆头木螺钉,,碳钢,镀锌等,
07.0126.00002,5x20,GB950,十字圆头木螺钉,,碳钢,镀锌等,
07.0126.00003,6x40,GB950,十字圆头木螺钉,,碳钢,镀锌等,
07.0127.00001,M12,GB6179,1型六角开槽螺母,A2-70级,304,钝化,
07.0127.00002,M12,GB6179,1型六角开槽螺母,5级,碳钢,达克罗,
07.0127.00003,M16,GB6179,1型六角开槽螺母,5级,碳钢,镀锌等,
07.0127.00004,M20,GB6179,1型六角开槽螺母,5级,碳钢,镀锌等,
07.0127.00005,M24,GB6179,1型六角开槽螺母,5级,碳钢,镀锌等,
07.0128.00001,M3,GB6170,1型六角螺母,A2-70级,304,钝化,
07.0128.00002,M4,GB6170,1型六角螺母,A2-70级,304,钝化,
07.0128.00003,M5,GB6170,1型六角螺母,A2-70级,304,钝化,
07.0128.00004,M6,GB6170,1型六角螺母,A2-70级,304,钝化,
07.0128.00005,M8,GB6170,1型六角螺母,A2-70级,304,钝化,
07.0128.00006,M10,GB6170,1型六角螺母,A2-70级,304,钝化,
07.0128.00007,M12,GB6170,1型六角螺母,A2-70级,304,钝化,
07.0128.00008,M16,GB6170,1型六角螺母,A2-70级,304,钝化,
07.0128.00009,M20,GB6170,1型六角螺母,A2-70级,304,钝化,
07.0128.00010,M24,GB6170,1型六角螺母,A2-70级,304,钝化,
07.0128.00011,M6,GB6170,1型六角螺母,8级,钛合金,钝化,
07.0128.00012,M6,GB6170,1型六角螺母,8级,碳钢,达克罗,
07.0128.00013,M8,GB6170,1型六角螺母,8级,碳钢,达克罗,
07.0128.00014,M10,GB6170,1型六角螺母,8级,碳钢,达克罗,
07.0128.00015,M12,GB6170,1型六角螺母,8级,碳钢,达克罗,
07.0128.00016,M16,GB6170,1型六角螺母,8级,碳钢,达克罗,
07.0128.00017,M20,GB6170,1型六角螺母,8级,碳钢,达克罗,
07.0128.00018,M24,GB6170,1型六角螺母,8级,碳钢,达克罗,
07.0128.00019,M8,GB6170,1型六角螺母,8级,碳钢,镀镍,
07.0128.00020,M10,GB6170,1型六角螺母,8级,碳钢,镀镍,
07.0128.00021,M12,GB6170,1型六角螺母,8级,碳钢,镀镍,
07.0128.00022,M16,GB6170,1型六角螺母,8级,碳钢,镀镍,
07.0128.00023,M20,GB6170,1型六角螺母,8级,碳钢,镀镍,
07.0128.00024,M2.5,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00025,M3,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00026,M4,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00027,M5,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00028,M6,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00029,M8,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00030,M10,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00031,M12,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00032,M16,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00033,M20,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00034,M22,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00035,M24,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00036,M27,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00037,M30,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0128.00038,M36,GB6170,1型六角螺母,8级,碳钢,镀锌等,
07.0129.00001,M8,GB6177.1,2型六角法兰面螺母,A2-70级,不锈钢,钝化,
07.0130.00001,M10,GB6180,2型六角开槽螺母,9级,碳钢,镀锌等,
07.0130.00002,M16,GB6180,2型六角开槽螺母,9级,碳钢,镀锌等,
07.0130.00003,M20,GB6180,2型六角开槽螺母,9级,碳钢,镀锌等,
07.0130.00004,M24,GB6180,2型六角开槽螺母,9级,碳钢,镀锌等,
07.0131.00001,M10x21,GB17880.2,沉头铆螺母,,碳钢,镀锌等,
07.0131.00002,M4x11,GB17880.2,沉头铆螺母,,碳钢,镀锌等,
07.0131.00003,M5x14,GB17880.2,沉头铆螺母,,碳钢,镀锌等,
07.0131.00004,M5x14.5,GB17880.2,沉头铆螺母,,碳钢,镀锌等,
07.0131.00005,M6x15,GB17880.2,沉头铆螺母,,碳钢,镀锌等,
07.0131.00006,M8x18,GB17880.2,沉头铆螺母,,碳钢,镀锌等,
07.0132.00001,M12,GB39,方螺母,5级,碳钢,镀锌等,
07.0133.00001,M4,GB13681.2,焊接六角法兰螺母,,碳钢,镀锌等,
07.0133.00002,M5,GB13681.2,焊接六角法兰螺母,,碳钢,镀锌等,
07.0133.00003,M6,GB13681.2,焊接六角法兰螺母,,碳钢,镀锌等,
07.0133.00004,M8,GB13681.2,焊接六角法兰螺母,,碳钢,镀锌等,
07.0133.00005,M10,GB13681.2,焊接六角法兰螺母,,碳钢,镀锌等,
07.0133.00006,M12,GB13681.2,焊接六角法兰螺母,,碳钢,镀锌等,
07.0133.00007,M14,GB13681.2,焊接六角法兰螺母,,碳钢,镀锌等,
07.0134.00001,M5x22.5,QC 861,盲孔平头六角铆螺母,A2-70级,304,钝化,
07.0135.00001,M10x21,GB17880.5,平头六角铆螺母,,碳钢,镀锌等,
07.0135.00002,M8x18,GB17880.5,平头六角铆螺母,,碳钢,镀锌等,
07.0136.00001,M12x100,GB17880.1,平头铆螺母,12级,碳钢,镀锌等,
07.0136.00002,M5x13,GB17880.1,平头铆螺母,,碳钢,镀锌等,
07.0136.00003,M6x15,GB17880.1,平头铆螺母,,碳钢,镀锌等,
07.0136.00004,M6x18,GB17880.1,平头铆螺母,,碳钢,镀锌等,
07.0136.00005,M6x19,GB17880.1,平头铆螺母,,碳钢,镀锌等,
07.0136.00006,M8x15,GB17880.1,平头铆螺母,,碳钢,镀锌等,
07.0136.00007,M8x18,GB17880.1,平头铆螺母,,碳钢,镀锌等,
07.0137.00001,M5x13,GB17880.3,小沉头铆螺母,,碳钢,镀锌等,
07.0137.00002,M6x15,GB17880.3,小沉头铆螺母,,碳钢,镀锌等,
07.0137.00003,M8x18,GB17880.3,小沉头铆螺母,,碳钢,镀锌等,
07.0138.00001,M4,GB802.1,组合式盖形螺母,6级,碳钢,镀锌等,
07.0138.00002,M8,GB802.1,组合式盖形螺母,6级,碳钢,镀锌等,
07.0138.00003,M10,GB802.1,组合式盖形螺母,6级,碳钢,镀锌等,
07.0138.00004,M12,GB802.1,组合式盖形螺母,6级,碳钢,镀锌等,
07.0139.00001,8,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00002,10,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00003,12,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00004,20,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00005,22,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00006,24,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00007,30,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00008,32,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00009,35,GB894,轴用弹性挡圈,,304,钝化,
07.0139.00010,35,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00011,38,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00012,55,GB894,轴用弹性挡圈,,304,钝化,
07.0139.00013,13,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0139.00014,35,GB894,轴用弹性挡圈,,C67S,磷化发黑,
07.0140.00001,6,GB860,鞍形弹性垫圈,,304,钝化,
07.0140.00002,10,GB860,鞍形弹性垫圈,,65Mn,镀锌等,
07.0140.00003,5,GB860,鞍形弹性垫圈,,65Mn,镀锌等,
07.0141.00001,10,GB93,标准型弹簧垫圈,392HV~513HV级,304,钝化,
07.0141.00002,10,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,达克罗,
07.0141.00003,10,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00004,12,GB93,标准型弹簧垫圈,392HV~513HV级,304,钝化,
07.0141.00005,12,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,达克罗,
07.0141.00006,12,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀镍,
07.0141.00007,12,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00008,14,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00009,16,GB93,标准型弹簧垫圈,392HV~513HV级,304,钝化,
07.0141.00010,16,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,达克罗,
07.0141.00011,16,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀镍,
07.0141.00012,16,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00013,2.5,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00014,20,GB93,标准型弹簧垫圈,392HV~513HV级,304,钝化,
07.0141.00015,20,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,达克罗,
07.0141.00016,20,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀镍,
07.0141.00017,20,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00018,21,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00019,22,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00020,24,GB93,标准型弹簧垫圈,392HV~513HV级,304,钝化,
07.0141.00021,24,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00022,27,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00023,3,GB93,标准型弹簧垫圈,392HV~513HV级,201,钝化,
07.0141.00024,3,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
07.0141.00025,30,GB93,标准型弹簧垫圈,392HV~513HV级,65Mn,镀锌等,
